Customer_ID,Age,Gender,Location,Education_Level,Income_Level,Avg_Order_Value,Total_Purchases,Total_Spending,Purchase_Freq,Last_Purchase_Date,Product_Category,Web_Visits_Mo,Time_On_Site,Cart_Abandonment,Discount_Usage,Loyalty_Member,Email_Click_Rate,CSAT_Score,Churn_Risk,CLV
CUST-1337,65,Female,Chicago,PhD,66819,92.99,44,4091.56,3.67,2025-07-14,Electronics,9,7.6,0.59,0.16,1,0.14,4,High,6137.34
CUST-1338,33,Female,Portland,Master's,61384,78.93,2,157.86,0.17,2025-04-19,Books,22,14.1,0.18,0.77,0,0.2,5,High,236.79
CUST-1339,20,Non-binary,Portland,Master's,28467,57.08,20,1141.6,1.67,2025-06-09,Apparel,26,35.3,0.19,0.4,0,0.27,5,High,1712.4
CUST-1340,37,Female,Portland,PhD,60173,90.26,15,1353.9,1.25,2025-09-01,Home & Kitchen,2,1.6,0.66,0.73,1,0.04,9,High,2030.85
CUST-1341,41,Male,Atlanta,High School,68368,78.84,4,315.36,0.33,2025-03-27,Electronics,28,32.4,0.38,0.57,1,0.08,8,High,473.04
CUST-1342,71,Female,Boston,Master's,60820,82.36,22,1811.92,1.83,2025-12-27,Books,15,16.0,0.24,0.58,1,0.16,9,Low,2717.88
CUST-1343,73,Male,Austin,Bachelor's,52189,73.61,38,2797.18,3.17,2025-04-03,Home & Kitchen,10,9.7,0.32,0.07,1,0.24,3,High,4195.77
CUST-1344,50,Male,Atlanta,PhD,68489,96.99,23,2230.77,1.92,2026-03-01,Luxury,15,14.9,0.08,0.18,1,0.01,3,High,3346.16
CUST-1345,41,Female,Miami,Bachelor's,48274,63.84,26,1659.84,2.17,2025-10-20,Electronics,10,12.3,0.12,0.01,0,0.3,1,High,2489.76
CUST-1346,69,Male,Chicago,Master's,71449,85.47,11,940.17,0.92,2025-12-12,Beauty,29,17.0,0.23,0.57,0,0.14,10,Low,1410.26
CUST-1347,28,Female,Denver,Master's,60538,82.23,28,2302.44,2.33,2025-06-04,Luxury,25,29.2,0.06,0.28,1,0.11,6,High,3453.66
CUST-1348,66,Male,Austin,High School,78934,110.75,2,221.5,0.17,2025-07-04,Luxury,23,32.1,0.14,0.63,1,0.09,4,High,332.25
CUST-1349,25,Female,San Francisco,Bachelor's,34945,42.95,8,343.6,0.67,2026-02-02,Home & Kitchen,27,15.1,0.23,0.27,0,0.05,8,Low,515.4
CUST-1350,53,Male,Miami,Master's,84773,94.52,29,2741.08,2.42,2025-07-22,Luxury,17,10.9,0.06,0.66,1,0.24,2,High,4111.62
CUST-1351,55,Undisclosed,Austin,Bachelor's,71362,86.16,11,947.76,0.92,2026-02-07,Apparel,28,34.1,0.14,0.1,0,0.29,2,High,1421.64
CUST-1352,57,Female,Atlanta,Bachelor's,73696,90.27,37,3339.99,3.08,2025-11-13,Electronics,9,8.4,0.51,0.14,0,0.12,7,Medium,5009.98
CUST-1353,37,Male,New York,Bachelor's,58544,60.89,18,1096.02,1.5,2025-11-15,Apparel,18,16.3,0.25,0.27,1,0.29,5,Medium,1644.03
CUST-1354,52,Female,Denver,High School,78552,113.53,14,1589.42,1.17,2025-10-08,Home & Kitchen,4,2.5,0.84,0.33,0,0.25,1,High,2384.13
CUST-1355,65,Undisclosed,Austin,Master's,80810,99.51,10,995.1,0.83,2025-03-13,Books,9,9.1,0.62,0.28,0,0.14,7,High,1492.65
CUST-1356,42,Female,Boston,Bachelor's,33653,50.85,35,1779.75,2.92,2025-10-14,Home & Kitchen,16,10.0,0.2,0.61,0,0.2,7,Medium,2669.62
CUST-1357,52,Male,Portland,High School,72566,108.79,9,979.11,0.75,2025-05-22,Electronics,4,3.9,0.84,0.08,0,0.13,10,High,1468.66
CUST-1358,42,Female,Portland,Bachelor's,92362,119.54,35,4183.9,2.92,2025-05-08,Luxury,16,20.2,0.32,0.28,0,0.17,6,High,6275.85
CUST-1359,46,Female,Denver,Bachelor's,57874,72.52,11,797.72,0.92,2025-11-23,Beauty,19,14.4,0.12,0.67,0,0.02,4,Medium,1196.58
CUST-1360,35,Female,Atlanta,High School,53509,75.16,44,3307.04,3.67,2025-04-19,Home & Kitchen,1,1.0,0.2,0.05,0,0.21,8,High,4960.56
CUST-1361,63,Female,Portland,Bachelor's,56602,76.18,12,914.16,1.0,2025-10-30,Electronics,23,34.3,0.29,0.75,1,0.02,2,High,1371.24
CUST-1362,35,Male,Austin,Bachelor's,34902,69.39,3,208.17,0.25,2025-04-16,Beauty,6,7.1,0.55,0.79,1,0.25,2,High,312.26
CUST-1363,19,Male,San Francisco,Bachelor's,30629,48.95,39,1909.05,3.25,2025-05-19,Luxury,10,13.4,0.33,0.07,0,0.25,2,High,2863.58
CUST-1364,71,Female,Chicago,Master's,65599,71.18,14,996.52,1.17,2025-12-11,Books,16,14.6,0.31,0.23,1,0.07,3,High,1494.78
CUST-1365,52,Male,Chicago,Bachelor's,68940,70.17,28,1964.76,2.33,2026-02-20,Home & Kitchen,4,5.1,0.6,0.3,0,0.1,6,Medium,2947.14
CUST-1366,33,Male,Miami,Bachelor's,73319,108.07,11,1188.77,0.92,2026-02-22,Books,22,11.9,0.4,0.62,0,0.14,1,High,1783.16
CUST-1367,58,Non-binary,Seattle,Bachelor's,49040,61.15,39,2384.85,3.25,2025-08-09,Electronics,22,13.7,0.24,0.48,0,0.18,2,High,3577.27
CUST-1368,53,Female,New York,Bachelor's,70463,97.17,25,2429.25,2.08,2025-04-21,Books,13,9.1,0.09,0.52,1,0.09,10,High,3643.88
CUST-1369,50,Female,Denver,Bachelor's,73863,94.58,21,1986.18,1.75,2025-08-17,Books,16,14.4,0.34,0.61,1,0.18,2,High,2979.27
CUST-1370,21,Female,Miami,Bachelor's,27558,43.39,10,433.9,0.83,2025-08-16,Electronics,20,26.9,0.14,0.09,0,0.09,1,High,650.85
CUST-1371,50,Female,Seattle,Master's,73402,90.8,43,3904.4,3.58,2026-01-31,Electronics,29,24.5,0.32,0.67,0,0.02,3,High,5856.6
CUST-1372,31,Female,Atlanta,Bachelor's,66614,102.45,15,1536.75,1.25,2026-02-10,Home & Kitchen,6,6.9,0.87,0.56,0,0.0,10,Low,2305.12
CUST-1373,38,Female,Boston,Bachelor's,52376,57.9,19,1100.1,1.58,2026-01-13,Books,26,31.4,0.29,0.46,0,0.03,7,Low,1650.15
CUST-1374,65,Male,Boston,Master's,70655,86.79,48,4165.92,4.0,2025-10-23,Beauty,11,11.9,0.26,0.71,0,0.24,1,High,6248.88
CUST-1375,37,Male,New York,Bachelor's,59185,88.25,22,1941.5,1.83,2025-05-13,Electronics,24,20.6,0.21,0.56,0,0.29,7,High,2912.25
CUST-1376,73,Female,Portland,Bachelor's,78941,86.11,21,1808.31,1.75,2025-10-21,Luxury,29,31.2,0.18,0.16,1,0.13,5,Medium,2712.46
CUST-1377,25,Female,Austin,Bachelor's,28804,61.98,44,2727.12,3.67,2025-03-11,Books,3,2.5,0.38,0.34,0,0.15,9,High,4090.68
CUST-1378,24,Male,Miami,High School,23551,52.47,32,1679.04,2.67,2026-01-07,Electronics,20,11.7,0.27,0.4,1,0.04,2,High,2518.56
CUST-1379,20,Male,Miami,Master's,31334,54.05,23,1243.15,1.92,2025-05-25,Beauty,10,14.9,0.31,0.04,1,0.17,1,High,1864.72
CUST-1380,34,Male,Denver,Master's,69588,84.56,13,1099.28,1.08,2025-06-10,Home & Kitchen,29,18.2,0.29,0.76,0,0.04,9,High,1648.92
CUST-1381,50,Male,Denver,PhD,43377,49.26,5,246.3,0.42,2025-07-30,Books,28,16.0,0.12,0.1,1,0.18,8,High,369.45
CUST-1382,65,Female,Boston,Bachelor's,80010,107.08,4,428.32,0.33,2025-05-16,Electronics,1,1.4,0.5,0.56,1,0.28,10,High,642.48
CUST-1383,29,Male,Boston,Bachelor's,78964,126.45,28,3540.6,2.33,2026-01-18,Electronics,20,16.0,0.33,0.4,0,0.06,6,Medium,5310.9
CUST-1384,68,Female,San Francisco,High School,47600,69.06,14,966.84,1.17,2025-12-18,Luxury,11,12.7,0.22,0.02,0,0.23,5,Medium,1450.26
CUST-1385,39,Female,San Francisco,Bachelor's,51807,53.55,8,428.4,0.67,2025-03-17,Luxury,26,21.6,0.24,0.74,1,0.01,8,High,642.6
CUST-1386,72,Female,Portland,Bachelor's,62159,86.73,9,780.57,0.75,2025-05-28,Books,26,23.2,0.32,0.68,0,0.11,8,High,1170.86
CUST-1387,39,Female,San Francisco,PhD,49822,78.42,35,2744.7,2.92,2025-04-10,Electronics,12,9.1,0.28,0.42,0,0.03,5,High,4117.05
CUST-1388,63,Male,Austin,Bachelor's,77807,88.63,37,3279.31,3.08,2025-07-03,Books,14,11.8,0.19,0.18,0,0.11,7,High,4918.96
CUST-1389,47,Female,Austin,Bachelor's,67979,81.52,21,1711.92,1.75,2025-10-23,Electronics,25,22.8,0.36,0.1,1,0.05,1,High,2567.88
CUST-1390,55,Male,Miami,Bachelor's,43128,55.65,18,1001.7,1.5,2025-03-17,Luxury,8,9.8,0.23,0.29,1,0.11,4,High,1502.55
CUST-1391,55,Male,Chicago,Bachelor's,48550,63.24,33,2086.92,2.75,2025-08-20,Beauty,11,11.1,0.4,0.2,1,0.13,2,High,3130.38
CUST-1392,62,Non-binary,Austin,Bachelor's,88754,107.03,8,856.24,0.67,2026-01-29,Apparel,4,5.8,0.2,0.41,0,0.09,10,Low,1284.36
CUST-1393,68,Male,Seattle,Master's,95711,107.1,49,5247.9,4.08,2025-11-16,Apparel,28,15.2,0.06,0.77,0,0.2,3,High,7871.85
CUST-1394,71,Male,Boston,Bachelor's,75774,83.42,17,1418.14,1.42,2025-08-10,Electronics,7,7.0,0.81,0.46,0,0.28,1,High,2127.21
CUST-1395,25,Female,Denver,Master's,28943,50.69,43,2179.67,3.58,2026-03-01,Luxury,10,10.8,0.14,0.71,1,0.12,2,High,3269.5
CUST-1396,44,Male,San Francisco,Bachelor's,56200,74.37,31,2305.47,2.58,2025-06-30,Home & Kitchen,19,27.0,0.31,0.52,0,0.06,1,High,3458.2
CUST-1397,44,Female,Miami,Master's,75993,91.63,34,3115.42,2.83,2025-12-20,Home & Kitchen,25,13.7,0.33,0.38,0,0.08,8,Low,4673.13
CUST-1398,51,Male,New York,Master's,66518,87.35,6,524.1,0.5,2025-04-30,Apparel,26,27.9,0.35,0.68,0,0.26,4,High,786.15
CUST-1399,38,Non-binary,Denver,Bachelor's,32798,37.6,22,827.2,1.83,2026-02-15,Beauty,4,5.4,0.89,0.38,0,0.17,3,High,1240.8
CUST-1400,47,Female,Seattle,Bachelor's,85637,108.27,14,1515.78,1.17,2026-01-08,Apparel,2,1.5,0.34,0.69,1,0.14,1,High,2273.67
CUST-1401,50,Female,San Francisco,PhD,91916,107.76,3,323.28,0.25,2026-02-22,Electronics,26,35.8,0.3,0.23,1,0.04,2,High,484.92
CUST-1402,45,Non-binary,Seattle,Bachelor's,79745,102.14,12,1225.68,1.0,2025-04-06,Beauty,21,10.9,0.09,0.1,1,0.13,3,High,1838.52
CUST-1403,64,Male,Boston,PhD,43167,67.16,36,2417.76,3.0,2026-01-15,Home & Kitchen,18,22.2,0.19,0.68,0,0.08,3,High,3626.64
CUST-1404,50,Non-binary,Boston,High School,52263,83.57,12,1002.84,1.0,2025-04-11,Luxury,14,20.1,0.35,0.47,1,0.28,6,High,1504.26
CUST-1405,22,Male,Portland,Bachelor's,20711,41.74,45,1878.3,3.75,2025-11-08,Luxury,26,30.1,0.18,0.71,1,0.27,10,Medium,2817.45
CUST-1406,65,Female,Miami,Master's,96920,127.59,2,255.18,0.17,2025-10-06,Electronics,16,15.0,0.26,0.75,0,0.03,8,Medium,382.77
CUST-1407,36,Male,Denver,PhD,57865,74.65,2,149.3,0.17,2025-09-17,Apparel,22,12.0,0.23,0.04,1,0.15,6,Medium,223.95
CUST-1408,21,Female,Atlanta,Bachelor's,41666,58.92,15,883.8,1.25,2025-10-14,Electronics,11,15.6,0.28,0.4,0,0.07,2,High,1325.7
CUST-1409,52,Male,Atlanta,Master's,104104,123.19,23,2833.37,1.92,2025-11-05,Luxury,10,9.7,0.39,0.3,1,0.12,2,High,4250.06
CUST-1410,66,Female,Denver,Bachelor's,46931,74.67,29,2165.43,2.42,2025-05-07,Home & Kitchen,17,9.0,0.07,0.5,1,0.26,7,High,3248.14
CUST-1411,34,Female,New York,High School,50834,77.14,17,1311.38,1.42,2025-05-30,Luxury,14,16.7,0.25,0.63,1,0.16,1,High,1967.07
CUST-1412,61,Non-binary,Miami,Bachelor's,74323,95.67,32,3061.44,2.67,2025-05-29,Beauty,22,21.6,0.35,0.22,0,0.1,1,High,4592.16
CUST-1413,45,Male,Seattle,Bachelor's,29909,37.63,7,263.41,0.58,2025-03-29,Books,4,2.5,0.49,0.45,0,0.06,7,High,395.12
CUST-1414,47,Female,New York,PhD,56234,82.36,30,2470.8,2.5,2025-04-23,Luxury,19,13.6,0.08,0.57,0,0.24,9,High,3706.2
CUST-1415,46,Female,Chicago,Bachelor's,54236,65.62,28,1837.36,2.33,2025-09-05,Luxury,2,1.1,0.55,0.11,0,0.19,5,Medium,2756.04
CUST-1416,63,Male,Denver,Bachelor's,102023,112.86,14,1580.04,1.17,2025-04-06,Books,7,7.5,0.37,0.65,1,0.14,1,High,2370.06
CUST-1417,70,Male,Seattle,High School,68220,76.84,44,3380.96,3.67,2025-03-13,Beauty,9,10.1,0.22,0.48,1,0.07,5,High,5071.44
CUST-1418,23,Male,Atlanta,Bachelor's,28576,47.74,30,1432.2,2.5,2025-09-29,Apparel,28,28.2,0.35,0.76,1,0.1,1,High,2148.3
CUST-1419,52,Female,Austin,Bachelor's,52370,84.49,17,1436.33,1.42,2025-08-13,Luxury,19,25.0,0.23,0.27,0,0.29,10,High,2154.5
CUST-1420,58,Female,Portland,Master's,82880,93.23,32,2983.36,2.67,2025-11-07,Electronics,16,21.8,0.38,0.09,1,0.16,9,Medium,4475.04
CUST-1421,54,Female,Atlanta,Bachelor's,55065,91.85,46,4225.1,3.83,2025-09-24,Luxury,22,24.5,0.33,0.41,1,0.12,4,Medium,6337.65
CUST-1422,41,Male,Miami,PhD,63994,93.09,6,558.54,0.5,2026-01-19,Electronics,25,12.8,0.29,0.07,1,0.16,9,Low,837.81
CUST-1423,46,Male,Boston,PhD,52217,57.57,24,1381.68,2.0,2025-06-28,Beauty,16,19.1,0.05,0.78,0,0.23,2,High,2072.52
CUST-1424,66,Male,Austin,Bachelor's,34649,50.82,6,304.92,0.5,2025-12-24,Luxury,18,16.5,0.2,0.03,0,0.1,7,Low,457.38
CUST-1425,63,Non-binary,Portland,PhD,45079,54.68,27,1476.36,2.25,2025-04-10,Beauty,23,24.5,0.12,0.6,0,0.05,2,High,2214.54
CUST-1426,70,Male,Portland,Master's,54960,81.61,18,1468.98,1.5,2025-04-02,Beauty,21,24.1,0.37,0.42,1,0.18,4,High,2203.47
CUST-1427,48,Male,Chicago,Bachelor's,59734,69.85,24,1676.4,2.0,2025-08-18,Apparel,21,17.9,0.11,0.29,1,0.2,6,High,2514.6
CUST-1428,52,Male,Chicago,High School,60611,64.4,37,2382.8,3.08,2025-12-02,Luxury,11,15.6,0.15,0.05,1,0.21,2,High,3574.2
CUST-1429,50,Female,San Francisco,Bachelor's,63221,79.96,24,1919.04,2.0,2025-11-11,Electronics,7,4.4,0.51,0.5,0,0.26,2,High,2878.56
CUST-1430,69,Non-binary,Atlanta,Bachelor's,55226,86.92,38,3302.96,3.17,2025-03-08,Electronics,9,10.5,0.31,0.47,0,0.11,2,High,4954.44
CUST-1431,38,Female,Atlanta,Master's,91982,110.06,34,3742.04,2.83,2025-10-08,Luxury,4,2.0,0.27,0.22,1,0.02,3,High,5613.06
CUST-1432,49,Female,Atlanta,Bachelor's,83959,107.94,40,4317.6,3.33,2025-05-31,Books,25,35.6,0.26,0.73,1,0.29,5,High,6476.4
CUST-1433,40,Female,San Francisco,Master's,62297,86.67,47,4073.49,3.92,2025-09-04,Apparel,13,8.0,0.08,0.24,1,0.13,9,Medium,6110.24
CUST-1434,50,Male,New York,Bachelor's,70085,74.96,15,1124.4,1.25,2025-07-04,Apparel,27,16.1,0.07,0.36,1,0.19,6,High,1686.6
CUST-1435,20,Non-binary,Portland,High School,28139,39.15,11,430.65,0.92,2025-04-10,Apparel,26,21.7,0.18,0.44,0,0.2,9,High,645.97
CUST-1436,35,Female,Austin,PhD,8130,28.19,22,620.18,1.83,2025-04-17,Electronics,25,21.8,0.3,0.08,1,0.16,10,High,930.27
CUST-1437,42,Female,Miami,Bachelor's,65409,79.84,24,1916.16,2.0,2025-04-05,Beauty,29,20.7,0.24,0.75,1,0.06,5,High,2874.24
CUST-1438,59,Female,Portland,Bachelor's,71112,108.16,1,108.16,0.08,2025-09-30,Books,4,4.3,0.44,0.3,0,0.23,6,Medium,162.24
CUST-1439,48,Female,Chicago,Bachelor's,32746,40.46,18,728.28,1.5,2025-11-18,Apparel,19,17.9,0.25,0.06,0,0.24,10,Medium,1092.42
CUST-1440,71,Female,Seattle,High School,74988,85.9,44,3779.6,3.67,2025-12-17,Electronics,2,1.1,0.39,0.31,0,0.17,8,Low,5669.4
CUST-1441,75,Undisclosed,Boston,Bachelor's,59388,82.29,12,987.48,1.0,2025-10-25,Electronics,9,7.4,0.85,0.48,0,0.15,3,High,1481.22
CUST-1442,20,Non-binary,San Francisco,Bachelor's,31689,45.41,43,1952.63,3.58,2025-08-15,Beauty,12,15.7,0.07,0.41,1,0.03,2,High,2928.94
CUST-1443,57,Female,Denver,Bachelor's,59992,51.07,28,1429.96,2.33,2025-09-29,Luxury,2,2.4,0.64,0.56,0,0.03,3,High,2144.94
CUST-1444,63,Female,Seattle,PhD,90019,129.37,40,5174.8,3.33,2026-01-05,Luxury,6,7.3,0.81,0.04,0,0.1,9,Low,7762.2
CUST-1445,41,Male,Miami,Bachelor's,69524,78.78,7,551.46,0.58,2025-05-28,Apparel,5,6.0,0.74,0.23,0,0.09,6,High,827.19
CUST-1446,67,Female,Atlanta,Bachelor's,85048,110.66,23,2545.18,1.92,2025-03-22,Apparel,5,4.1,0.25,0.66,0,0.29,10,High,3817.77
CUST-1447,49,Male,Chicago,Bachelor's,86694,94.16,21,1977.36,1.75,2026-02-11,Books,20,12.0,0.15,0.06,0,0.24,4,Medium,2966.04
CUST-1448,64,Female,Chicago,PhD,42608,53.98,34,1835.32,2.83,2025-09-24,Beauty,22,17.0,0.3,0.68,1,0.2,10,Medium,2752.98
CUST-1449,39,Undisclosed,Chicago,High School,50219,53.99,11,593.89,0.92,2026-02-04,Apparel,5,6.7,0.17,0.07,0,0.16,3,High,890.84
CUST-1450,40,Female,Atlanta,Bachelor's,74032,86.62,22,1905.64,1.83,2025-09-14,Beauty,27,40.0,0.33,0.67,0,0.05,2,High,2858.46
CUST-1451,19,Female,Denver,High School,28172,41.73,42,1752.66,3.5,2026-02-07,Electronics,4,4.0,0.68,0.29,0,0.29,4,Medium,2628.99
CUST-1452,44,Male,San Francisco,High School,60227,78.9,35,2761.5,2.92,2026-01-14,Apparel,29,14.8,0.31,0.49,0,0.11,9,Low,4142.25
CUST-1453,59,Male,Seattle,Master's,90731,107.01,29,3103.29,2.42,2026-02-17,Electronics,9,5.8,0.18,0.12,0,0.03,4,Medium,4654.93
CUST-1454,19,Female,Atlanta,Master's,28448,34.03,42,1429.26,3.5,2025-07-28,Home & Kitchen,29,23.8,0.3,0.05,0,0.15,5,High,2143.89
CUST-1455,43,Male,Miami,Bachelor's,45621,60.38,28,1690.64,2.33,2025-04-14,Beauty,22,23.7,0.29,0.17,1,0.26,8,High,2535.96
CUST-1456,34,Male,San Francisco,Bachelor's,48323,82.79,18,1490.22,1.5,2025-08-20,Home & Kitchen,27,15.5,0.34,0.1,1,0.27,2,High,2235.33
CUST-1457,57,Male,Miami,Bachelor's,108647,141.93,14,1987.02,1.17,2025-10-09,Apparel,10,14.4,0.06,0.25,0,0.0,3,High,2980.53
CUST-1458,50,Female,San Francisco,PhD,61435,85.99,18,1547.82,1.5,2025-12-19,Electronics,16,13.8,0.06,0.41,0,0.27,6,Medium,2321.73
CUST-1459,26,Female,Denver,PhD,37715,64.35,28,1801.8,2.33,2025-09-27,Apparel,10,14.1,0.18,0.47,1,0.08,7,Medium,2702.7
CUST-1460,60,Male,Boston,Bachelor's,29610,70.22,24,1685.28,2.0,2025-12-15,Home & Kitchen,29,37.1,0.1,0.63,1,0.01,4,Medium,2527.92
CUST-1461,71,Female,Miami,Master's,52507,78.22,8,625.76,0.67,2025-09-14,Apparel,10,12.6,0.25,0.52,0,0.25,1,High,938.64
CUST-1462,65,Female,Atlanta,Master's,61069,87.51,42,3675.42,3.5,2025-05-19,Books,29,32.1,0.37,0.49,1,0.26,7,High,5513.13
CUST-1463,56,Female,San Francisco,Bachelor's,83983,88.34,45,3975.3,3.75,2025-12-07,Luxury,19,21.4,0.19,0.33,1,0.18,9,Low,5962.95
CUST-1464,46,Female,Chicago,Bachelor's,82046,90.92,8,727.36,0.67,2025-09-01,Home & Kitchen,10,11.4,0.35,0.38,1,0.17,1,High,1091.04
CUST-1465,59,Male,Portland,Bachelor's,64873,84.55,4,338.2,0.33,2025-04-21,Apparel,6,6.8,0.1,0.33,0,0.24,1,High,507.3
CUST-1466,72,Female,Chicago,Master's,55916,67.84,27,1831.68,2.25,2025-05-09,Electronics,17,17.9,0.11,0.67,0,0.24,1,High,2747.52
CUST-1467,43,Female,New York,PhD,71792,81.81,36,2945.16,3.0,2025-11-10,Apparel,5,7.4,0.12,0.18,0,0.27,10,Medium,4417.74
CUST-1468,52,Female,Boston,Master's,30025,41.2,5,206.0,0.42,2025-07-15,Electronics,26,32.0,0.16,0.0,1,0.17,7,High,309.0
CUST-1469,67,Female,Boston,Master's,104621,110.39,33,3642.87,2.75,2025-11-26,Luxury,6,7.7,0.83,0.52,1,0.29,9,Medium,5464.3
CUST-1470,42,Male,Chicago,Bachelor's,78082,90.17,49,4418.33,4.08,2025-09-15,Apparel,27,37.1,0.08,0.16,0,0.3,3,High,6627.5
CUST-1471,41,Male,Seattle,Master's,82339,105.73,34,3594.82,2.83,2025-09-27,Luxury,24,17.2,0.26,0.71,1,0.03,8,Medium,5392.23
CUST-1472,30,Female,Denver,Master's,43516,81.48,30,2444.4,2.5,2025-11-17,Home & Kitchen,27,15.8,0.21,0.69,1,0.25,9,Medium,3666.6
CUST-1473,75,Female,Miami,Bachelor's,90652,118.62,8,948.96,0.67,2025-08-21,Electronics,15,14.7,0.38,0.06,1,0.15,3,High,1423.44
CUST-1474,24,Female,Atlanta,Bachelor's,27699,54.06,39,2108.34,3.25,2025-04-06,Books,25,25.4,0.09,0.09,1,0.12,3,High,3162.51
CUST-1475,74,Female,Boston,Master's,45948,49.71,47,2336.37,3.92,2025-10-21,Home & Kitchen,27,35.9,0.12,0.4,1,0.18,1,High,3504.56
CUST-1476,53,Female,Chicago,High School,64216,85.41,26,2220.66,2.17,2025-03-12,Electronics,19,17.9,0.06,0.49,0,0.02,2,High,3330.99
CUST-1477,62,Female,Chicago,Master's,63748,83.08,37,3073.96,3.08,2025-10-15,Luxury,18,19.3,0.2,0.22,1,0.15,7,Medium,4610.94
CUST-1478,37,Male,Denver,High School,43429,66.34,34,2255.56,2.83,2025-04-05,Beauty,29,29.8,0.15,0.57,1,0.26,3,High,3383.34
CUST-1479,18,Female,Denver,Bachelor's,25525,41.92,7,293.44,0.58,2025-06-05,Apparel,4,2.2,0.8,0.48,0,0.06,7,High,440.16
CUST-1480,25,Male,Austin,Master's,25133,61.75,40,2470.0,3.33,2026-01-23,Luxury,8,8.9,0.58,0.26,0,0.13,5,Medium,3705.0
CUST-1481,63,Female,Austin,Bachelor's,45725,66.25,28,1855.0,2.33,2026-01-16,Electronics,27,35.9,0.26,0.02,1,0.28,10,Low,2782.5
CUST-1482,33,Undisclosed,Seattle,Bachelor's,57238,78.74,39,3070.86,3.25,2025-09-20,Electronics,16,10.5,0.24,0.6,0,0.13,8,Medium,4606.29
CUST-1483,31,Male,Seattle,Bachelor's,37220,37.6,39,1466.4,3.25,2025-04-05,Electronics,24,26.3,0.08,0.17,1,0.11,5,High,2199.6
CUST-1484,29,Male,New York,Master's,51172,70.11,28,1963.08,2.33,2025-06-22,Electronics,19,20.8,0.21,0.67,0,0.13,3,High,2944.62
CUST-1485,68,Male,Seattle,High School,85902,117.39,14,1643.46,1.17,2025-09-14,Apparel,20,13.3,0.4,0.34,0,0.16,9,Medium,2465.19
CUST-1486,40,Non-binary,San Francisco,PhD,81466,107.02,38,4066.76,3.17,2025-05-21,Home & Kitchen,3,1.9,0.77,0.46,0,0.19,7,High,6100.14
CUST-1487,32,Male,Denver,High School,44002,42.45,4,169.8,0.33,2025-06-01,Books,10,14.8,0.36,0.7,0,0.24,5,High,254.7
CUST-1488,45,Male,Atlanta,PhD,84164,99.67,42,4186.14,3.5,2026-02-10,Beauty,2,1.8,0.76,0.69,1,0.14,7,Low,6279.21
CUST-1489,51,Male,San Francisco,PhD,25671,62.99,18,1133.82,1.5,2025-07-06,Apparel,4,2.9,0.18,0.3,0,0.25,10,High,1700.73
CUST-1490,19,Male,Miami,Bachelor's,42145,60.64,44,2668.16,3.67,2025-06-05,Electronics,6,4.0,0.28,0.17,0,0.16,9,High,4002.24
CUST-1491,49,Male,Chicago,Bachelor's,91006,114.23,48,5483.04,4.0,2025-04-26,Apparel,11,12.8,0.05,0.62,0,0.1,5,High,8224.56
CUST-1492,40,Female,Seattle,Bachelor's,53805,90.0,25,2250.0,2.08,2026-01-30,Luxury,14,15.5,0.16,0.35,0,0.2,7,Low,3375.0
CUST-1493,39,Female,Chicago,Bachelor's,72648,91.1,7,637.7,0.58,2025-04-22,Books,16,18.3,0.09,0.15,0,0.22,9,High,956.55
CUST-1494,68,Male,Boston,High School,36981,64.89,38,2465.82,3.17,2025-11-18,Electronics,27,15.9,0.22,0.72,1,0.17,1,High,3698.73
CUST-1495,42,Male,New York,High School,66208,90.32,28,2528.96,2.33,2025-09-13,Beauty,21,29.3,0.29,0.16,0,0.02,4,Medium,3793.44
CUST-1496,75,Male,Boston,High School,61326,87.58,5,437.9,0.42,2025-08-28,Electronics,19,16.9,0.36,0.02,0,0.05,1,High,656.85
CUST-1497,39,Male,New York,Bachelor's,48304,72.1,3,216.3,0.25,2025-10-25,Books,2,1.6,0.7,0.02,0,0.09,8,Medium,324.45
CUST-1498,75,Female,Austin,Bachelor's,55628,70.15,44,3086.6,3.67,2025-08-04,Beauty,25,24.1,0.38,0.5,0,0.08,3,High,4629.9
CUST-1499,75,Female,Chicago,Bachelor's,53660,69.18,31,2144.58,2.58,2025-05-25,Books,17,15.1,0.07,0.53,0,0.2,2,High,3216.87
CUST-1500,39,Male,New York,PhD,42365,53.82,47,2529.54,3.92,2025-06-22,Beauty,9,12.3,0.11,0.25,0,0.01,4,High,3794.31
CUST-1501,66,Female,Portland,Bachelor's,47837,51.44,42,2160.48,3.5,2026-02-11,Home & Kitchen,17,24.3,0.28,0.26,1,0.23,3,High,3240.72
CUST-1502,69,Male,San Francisco,Bachelor's,36163,68.61,20,1372.2,1.67,2025-08-14,Home & Kitchen,15,12.1,0.15,0.27,1,0.08,5,High,2058.3
CUST-1503,59,Female,New York,Bachelor's,82146,102.25,19,1942.75,1.58,2025-07-25,Apparel,7,9.5,0.3,0.54,1,0.09,8,High,2914.12
CUST-1504,23,Female,New York,Master's,25339,57.28,48,2749.44,4.0,2025-10-17,Apparel,22,28.2,0.17,0.05,0,0.16,10,Medium,4124.16
CUST-1505,32,Female,San Francisco,PhD,40559,76.21,11,838.31,0.92,2025-07-22,Beauty,23,32.9,0.14,0.74,0,0.06,8,High,1257.46
